지역명,날짜,매매지수
울산 북구,2021-11-29 00:00:52,99.51836924
울주군,2021-11-29 00:00:52,99.68950824
세종특별자치시,2021-11-29 00:00:52,100.6798478
수원시 장안구,2021-11-29 00:00:52,99.49651462
수원시 권선구,2021-11-29 00:00:52,99.79742252
수원시 팔달구,2021-11-29 00:00:52,99.42967338
수원시 영통구,2021-11-29 00:00:52,99.89720862
성남시 수정구,2021-11-29 00:00:52,99.90035995
성남시 중원구,2021-11-29 00:00:52,99.84952541
성남시 분당구,2021-11-29 00:00:52,99.57103301
의정부시,2021-11-29 00:00:52,99.58483879
안양시 만안구,2021-11-29 00:00:52,99.34439751
안양시 동안구,2021-11-29 00:00:52,100.5316474
부천시,2021-11-29 00:00:52,99.15133171
부천시 원미구,2021-11-29 00:00:52,
부천시 소사구,2021-11-29 00:00:52,
부천시 오정구,2021-11-29 00:00:52,
광명시,2021-11-29 00:00:52,100.1260662
평택시,2021-11-29 00:00:52,98.72111764
동두천시,2021-11-29 00:00:52,99.99463816
안산시 상록구,2021-11-29 00:00:52,99.64312972
안산시 단원구,2021-11-29 00:00:52,99.29579223
고양시 덕양구,2021-11-29 00:00:52,99.70777721
고양시 일산동구,2021-11-29 00:00:52,99.63989415
고양시 일산서구,2021-11-29 00:00:52,99.40895679
과천시,2021-11-29 00:00:52,99.60347355
구리시,2021-11-29 00:00:52,99.81555581
남양주시,2021-11-29 00:00:52,99.45142401
오산시,2021-11-29 00:00:52,98.75098944
시흥시,2021-11-29 00:00:52,99.1050076
군포시,2021-11-29 00:00:52,99.72382386
의왕시,2021-11-29 00:00:52,99.52882313
하남시,2021-11-29 00:00:52,99.87621335
용인시 처인구,2021-11-29 00:00:52,99.56949734
용인시 기흥구,2021-11-29 00:00:52,99.49460899
용인시 수지구,2021-11-29 00:00:52,99.69530111
파주시,2021-11-29 00:00:52,98.74948874
이천시,2021-11-29 00:00:52,98.37508286
안성시,2021-11-29 00:00:52,98.99369671
김포시,2021-11-29 00:00:52,99.4315844
화성시,2021-11-29 00:00:52,99.66198718
광주시,2021-11-29 00:00:52,99.46600263
양주시,2021-11-29 00:00:52,98.866849
포천시,2021-11-29 00:00:52,
여주시,2021-11-29 00:00:52,
연천군,2021-11-29 00:00:52,
가평군,2021-11-29 00:00:52,
양평군,2021-11-29 00:00:52,
청주시 상당구,2021-11-29 00:00:52,98.63326669
청주시 서원구,2021-11-29 00:00:52,98.23068836
청주시 흥덕구,2021-11-29 00:00:52,99.06844632
청주시 청원구,2021-11-29 00:00:52,99.3199551
충주시,2021-11-29 00:00:52,99.43510772
제천시,2021-11-29 00:00:52,98.68815248
보은군,2021-11-29 00:00:52,
옥천군,2021-11-29 00:00:52,
영동군,2021-11-29 00:00:52,
증평군,2021-11-29 00:00:52,
진천군,2021-11-29 00:00:52,
괴산군,2021-11-29 00:00:52,
음성군,2021-11-29 00:00:52,
단양군,2021-11-29 00:00:52,
천안시 동남구,2021-11-29 00:00:52,99.76675202
천안시 서북구,2021-11-29 00:00:52,99.37793918
공주시,2021-11-29 00:00:52,98.92066167
보령시,2021-11-29 00:00:52,
아산시,2021-11-29 00:00:52,99.6223824
서산시,2021-11-29 00:00:52,98.92945343
논산시,2021-11-29 00:00:52,98.88001378
계룡시,2021-11-29 00:00:52,99.33427675
당진시,2021-11-29 00:00:52,99.57246149
금산군,2021-11-29 00:00:52,
부여군,2021-11-29 00:00:52,
서천군,2021-11-29 00:00:52,
청양군,2021-11-29 00:00:52,
홍성군,2021-11-29 00:00:52,
예산군,2021-11-29 00:00:52,
태안군,2021-11-29 00:00:52,
목포시,2021-11-29 00:00:52,99.52968501
여수시,2021-11-29 00:00:52,99.65933445
순천시,2021-11-29 00:00:52,99.61984939
나주시,2021-11-29 00:00:52,
광양시,2021-11-29 00:00:52,100.0708096
담양군,2021-11-29 00:00:52,
곡성군,2021-11-29 00:00:52,
구례군,2021-11-29 00:00:52,
고흥군,2021-11-29 00:00:52,
보성군,2021-11-29 00:00:52,
화순군,2021-11-29 00:00:52,
장흥군,2021-11-29 00:00:52,
강진군,2021-11-29 00:00:52,
해남군,2021-11-29 00:00:52,
영암군,2021-11-29 00:00:52,
무안군,2021-11-29 00:00:52,
함평군,2021-11-29 00:00:52,
영광군,2021-11-29 00:00:52,
장성군,2021-11-29 00:00:52,
완도군,2021-11-29 00:00:52,
진도군,2021-11-29 00:00:52,
포항시 남구,2021-11-29 00:00:52,99.79066471
포항시 북구,2021-11-29 00:00:52,99.60015178
경주시,2021-11-29 00:00:52,
김천시,2021-11-29 00:00:52,99.52692032
안동시,2021-11-29 00:00:52,99.21256699
구미시,2021-11-29 00:00:52,99.31927842
영주시,2021-11-29 00:00:52,
영천시,2021-11-29 00:00:52,
상주시,2021-11-29 00:00:52,
문경시,2021-11-29 00:00:52,
경산시,2021-11-29 00:00:52,99.58250065
의성군,2021-11-29 00:00:52,
영덕군,2021-11-29 00:00:52,
청도군,2021-11-29 00:00:52,
고령군,2021-11-29 00:00:52,
성주군,2021-11-29 00:00:52,
칠곡군,2021-11-29 00:00:52,
예천군,2021-11-29 00:00:52,
봉화군,2021-11-29 00:00:52,
창원시 의창구,2021-11-29 00:00:52,97.97721207
창원시 성산구,2021-11-29 00:00:52,98.30209907
창원시 마산합포구,2021-11-29 00:00:52,96.39395526
창원시 마산회원구,2021-11-29 00:00:52,97.67183771
창원시 진해구,2021-11-29 00:00:52,98.82087825
진주시,2021-11-29 00:00:52,98.77178061
통영시,2021-11-29 00:00:52,99.28566067
사천시,2021-11-29 00:00:52,
김해시,2021-11-29 00:00:52,99.53331372
밀양시,2021-11-29 00:00:52,
거제시,2021-11-29 00:00:52,99.6540507
양산시,2021-11-29 00:00:52,99.37633012
의령군,2021-11-29 00:00:52,
함안군,2021-11-29 00:00:52,
창녕군,2021-11-29 00:00:52,
경남 고성군,2021-11-29 00:00:52,
남해군,2021-11-29 00:00:52,
하동군,2021-11-29 00:00:52,
산청군,2021-11-29 00:00:52,
함양군,2021-11-29 00:00:52,
거창군,2021-11-29 00:00:52,
합천군,2021-11-29 00:00:52,
제주시,2021-11-29 00:00:52,
서귀포시,2021-11-29 00:00:52,
춘천시,2021-11-29 00:00:52,98.90966745
원주시,2021-11-29 00:00:52,98.57443104
강릉시,2021-11-29 00:00:52,97.7675628
동해시,2021-11-29 00:00:52,
태백시,2021-11-29 00:00:52,
속초시,2021-11-29 00:00:52,
삼척시,2021-11-29 00:00:52,
홍천군,2021-11-29 00:00:52,
횡성군,2021-11-29 00:00:52,
영월군,2021-11-29 00:00:52,
평창군,2021-11-29 00:00:52,
정선군,2021-11-29 00:00:52,
철원군,2021-11-29 00:00:52,
화천군,2021-11-29 00:00:52,
양구군,2021-11-29 00:00:52,
인제군,2021-11-29 00:00:52,
 고성군,2021-11-29 00:00:52,
양양군,2021-11-29 00:00:52,
전주시 완산구,2021-11-29 00:00:52,98.36595106
전주시 덕진구,2021-11-29 00:00:52,98.86969529
군산시,2021-11-29 00:00:52,99.21959803
익산시,2021-11-29 00:00:52,98.9170681
정읍시,2021-11-29 00:00:52,
남원시,2021-11-29 00:00:52,
김제시,2021-11-29 00:00:52,
완주군,2021-11-29 00:00:52,
무주군,2021-11-29 00:00:52,
임실군,2021-11-29 00:00:52,
순창군,2021-11-29 00:00:52,
고창군,2021-11-29 00:00:52,
부안군,2021-11-29 00:00:52,
종로구,2021-12-06 00:00:52,99.88213088
서울 중구,2021-12-06 00:00:52,99.74128165
용산구,2021-12-06 00:00:52,99.49893118
성동구,2021-12-06 00:00:52,99.71736409
광진구,2021-12-06 00:00:52,99.80270727
동대문구,2021-12-06 00:00:52,99.78173214
중랑구,2021-12-06 00:00:52,99.88344377
성북구,2021-12-06 00:00:52,99.89709539
강북구,2021-12-06 00:00:52,99.73649698
도봉구,2021-12-06 00:00:52,99.94413863
노원구,2021-12-06 00:00:52,99.73501101
은평구,2021-12-06 00:00:52,99.8429547
서대문구,2021-12-06 00:00:52,99.70511095
마포구,2021-12-06 00:00:52,99.81646617
양천구,2021-12-06 00:00:52,99.57755061
서울 강서구,2021-12-06 00:00:52,99.59062699
구로구,2021-12-06 00:00:52,99.83134624
금천구,2021-12-06 00:00:52,99.54906964
영등포구,2021-12-06 00:00:52,99.7599673
동작구,2021-12-06 00:00:52,99.84263021
관악구,2021-12-06 00:00:52,99.89058378
서초구,2021-12-06 00:00:52,99.31961168
강남구,2021-12-06 00:00:52,99.33243318
송파구,2021-12-06 00:00:52,99.68003753
강동구,2021-12-06 00:00:52,99.7251433
부산 중구,2021-12-06 00:00:52,99.90737332
부산 서구,2021-12-06 00:00:52,99.9341951
부산 동구,2021-12-06 00:00:52,99.15024957
영도구,2021-12-06 00:00:52,99.58171103
부산진구,2021-12-06 00:00:52,99.77678318
동래구,2021-12-06 00:00:52,99.48029455
부산 남구,2021-12-06 00:00:52,99.25257951
부산 북구,2021-12-06 00:00:52,99.46800919
해운대구,2021-12-06 00:00:52,99.75416556
사하구,2021-12-06 00:00:52,99.13953015
금정구,2021-12-06 00:00:52,99.9562008
부산 강서구,2021-12-06 00:00:52,100.0513992
연제구,2021-12-06 00:00:52,99.83537028
수영구,2021-12-06 00:00:52,99.9483368
사상구,2021-12-06 00:00:52,99.42217037
기장군,2021-12-06 00:00:52,99.76054279
대구 중구,2021-12-06 00:00:52,100.0614608
대구 동구,2021-12-06 00:00:52,100.0670781
대구 서구,2021-12-06 00:00:52,100.1091106
대구 남구,2021-12-06 00:00:52,99.74136861
대구 북구,2021-12-06 00:00:52,100.0245081
수성구,2021-12-06 00:00:52,99.9860704
달서구,2021-12-06 00:00:52,100.1145389
달성군,2021-12-06 00:00:52,100.0634847
인천 중구,2021-12-06 00:00:52,99.4234908
인천 동구,2021-12-06 00:00:52,99.26906455
미추홀구,2021-12-06 00:00:52,99.14677876
연수구,2021-12-06 00:00:52,99.29796099
남동구,2021-12-06 00:00:52,99.26994423
부평구,2021-12-06 00:00:52,99.37783818
계양구,2021-12-06 00:00:52,99.01962677
인천 서구,2021-12-06 00:00:52,99.41188039
강화군,2021-12-06 00:00:52,
광주 동구,2021-12-06 00:00:52,99.87046354
광주 서구,2021-12-06 00:00:52,98.61518819
광주 남구,2021-12-06 00:00:52,98.50533007
광주 북구,2021-12-06 00:00:52,99.21631742
광산구,2021-12-06 00:00:52,99.01989998
대전 동구,2021-12-06 00:00:52,98.75419797
대전 중구,2021-12-06 00:00:52,99.67120125
대전 서구,2021-12-06 00:00:52,99.88894389
유성구,2021-12-06 00:00:52,99.78371979
대덕구,2021-12-06 00:00:52,99.03621002
울산 중구,2021-12-06 00:00:52,99.59440493
울산 남구,2021-12-06 00:00:52,99.80369995
울산 동구,2021-12-06 00:00:52,99.79044797
울산 북구,2021-12-06 00:00:52,99.60131447
울주군,2021-12-06 00:00:52,99.74187694
세종특별자치시,2021-12-06 00:00:52,100.6262286
수원시 장안구,2021-12-06 00:00:52,99.56388263
수원시 권선구,2021-12-06 00:00:52,99.9675236
수원시 팔달구,2021-12-06 00:00:52,99.50384739
수원시 영통구,2021-12-06 00:00:52,99.89720953
성남시 수정구,2021-12-06 00:00:52,99.90032152
성남시 중원구,2021-12-06 00:00:52,99.92591036
성남시 분당구,2021-12-06 00:00:52,99.66007662
의정부시,2021-12-06 00:00:52,99.66708115
안양시 만안구,2021-12-06 00:00:52,99.34443264
안양시 동안구,2021-12-06 00:00:52,100.5712295
부천시,2021-12-06 00:00:52,99.47244737
부천시 원미구,2021-12-06 00:00:52,
부천시 소사구,2021-12-06 00:00:52,
부천시 오정구,2021-12-06 00:00:52,
광명시,2021-12-06 00:00:52,100.1123391
평택시,2021-12-06 00:00:52,99.16709112
동두천시,2021-12-06 00:00:52,99.9945863
안산시 상록구,2021-12-06 00:00:52,99.81552957
안산시 단원구,2021-12-06 00:00:52,99.63757004
고양시 덕양구,2021-12-06 00:00:52,99.85703193
고양시 일산동구,2021-12-06 00:00:52,99.78831978
고양시 일산서구,2021-12-06 00:00:52,99.74593903
과천시,2021-12-06 00:00:52,99.69848193
구리시,2021-12-06 00:00:52,100.0263048
남양주시,2021-12-06 00:00:52,99.49636438
오산시,2021-12-06 00:00:52,99.22132234
시흥시,2021-12-06 00:00:52,99.38726005
군포시,2021-12-06 00:00:52,99.7796607
의왕시,2021-12-06 00:00:52,99.78744648
하남시,2021-12-06 00:00:52,99.88396257
용인시 처인구,2021-12-06 00:00:52,99.60009684
용인시 기흥구,2021-12-06 00:00:52,99.63704061
용인시 수지구,2021-12-06 00:00:52,99.94884447
파주시,2021-12-06 00:00:52,99.04846596
이천시,2021-12-06 00:00:52,98.76194558
안성시,2021-12-06 00:00:52,99.16548565
김포시,2021-12-06 00:00:52,99.46748848
화성시,2021-12-06 00:00:52,99.79015748
광주시,2021-12-06 00:00:52,99.50437135
양주시,2021-12-06 00:00:52,98.95310579
포천시,2021-12-06 00:00:52,
여주시,2021-12-06 00:00:52,
연천군,2021-12-06 00:00:52,
가평군,2021-12-06 00:00:52,
양평군,2021-12-06 00:00:52,
청주시 상당구,2021-12-06 00:00:52,98.65525384
청주시 서원구,2021-12-06 00:00:52,98.65472323
청주시 흥덕구,2021-12-06 00:00:52,99.20874002
청주시 청원구,2021-12-06 00:00:52,99.37606529
충주시,2021-12-06 00:00:52,99.57305455
제천시,2021-12-06 00:00:52,98.79589192
보은군,2021-12-06 00:00:52,
옥천군,2021-12-06 00:00:52,
영동군,2021-12-06 00:00:52,
증평군,2021-12-06 00:00:52,
진천군,2021-12-06 00:00:52,
괴산군,2021-12-06 00:00:52,
음성군,2021-12-06 00:00:52,
단양군,2021-12-06 00:00:52,
천안시 동남구,2021-12-06 00:00:52,100.0359693
천안시 서북구,2021-12-06 00:00:52,99.49487454
공주시,2021-12-06 00:00:52,98.95854658
보령시,2021-12-06 00:00:52,
아산시,2021-12-06 00:00:52,99.75017703
서산시,2021-12-06 00:00:52,99.28868201
논산시,2021-12-06 00:00:52,99.17742041
계룡시,2021-12-06 00:00:52,99.53365255
당진시,2021-12-06 00:00:52,99.77543361
금산군,2021-12-06 00:00:52,
부여군,2021-12-06 00:00:52,
서천군,2021-12-06 00:00:52,
청양군,2021-12-06 00:00:52,
홍성군,2021-12-06 00:00:52,
예산군,2021-12-06 00:00:52,
태안군,2021-12-06 00:00:52,
목포시,2021-12-06 00:00:52,99.52959965
여수시,2021-12-06 00:00:52,99.76325053
순천시,2021-12-06 00:00:52,99.61980976
나주시,2021-12-06 00:00:52,
광양시,2021-12-06 00:00:52,100.0345141
담양군,2021-12-06 00:00:52,
곡성군,2021-12-06 00:00:52,
구례군,2021-12-06 00:00:52,
고흥군,2021-12-06 00:00:52,
보성군,2021-12-06 00:00:52,
화순군,2021-12-06 00:00:52,
장흥군,2021-12-06 00:00:52,
강진군,2021-12-06 00:00:52,
해남군,2021-12-06 00:00:52,
영암군,2021-12-06 00:00:52,
무안군,2021-12-06 00:00:52,
함평군,2021-12-06 00:00:52,
영광군,2021-12-06 00:00:52,
장성군,2021-12-06 00:00:52,
완도군,2021-12-06 00:00:52,
진도군,2021-12-06 00:00:52,
포항시 남구,2021-12-06 00:00:52,99.79675928
포항시 북구,2021-12-06 00:00:52,99.57039917
경주시,2021-12-06 00:00:52,
김천시,2021-12-06 00:00:52,99.52693853
안동시,2021-12-06 00:00:52,99.22348136
구미시,2021-12-06 00:00:52,99.6684061
영주시,2021-12-06 00:00:52,
영천시,2021-12-06 00:00:52,
상주시,2021-12-06 00:00:52,
문경시,2021-12-06 00:00:52,
경산시,2021-12-06 00:00:52,99.58249108
의성군,2021-12-06 00:00:52,
영덕군,2021-12-06 00:00:52,
청도군,2021-12-06 00:00:52,
고령군,2021-12-06 00:00:52,
성주군,2021-12-06 00:00:52,
칠곡군,2021-12-06 00:00:52,
예천군,2021-12-06 00:00:52,
봉화군,2021-12-06 00:00:52,
창원시 의창구,2021-12-06 00:00:52,98.14990286
창원시 성산구,2021-12-06 00:00:52,98.75839952
창원시 마산합포구,2021-12-06 00:00:52,96.79769335
창원시 마산회원구,2021-12-06 00:00:52,98.42623523
창원시 진해구,2021-12-06 00:00:52,99.21841634
진주시,2021-12-06 00:00:52,99.02349879
통영시,2021-12-06 00:00:52,99.38615955
사천시,2021-12-06 00:00:52,
김해시,2021-12-06 00:00:52,99.6254907
밀양시,2021-12-06 00:00:52,
거제시,2021-12-06 00:00:52,99.74146072
양산시,2021-12-06 00:00:52,99.54747708
의령군,2021-12-06 00:00:52,
함안군,2021-12-06 00:00:52,
창녕군,2021-12-06 00:00:52,
경남 고성군,2021-12-06 00:00:52,
남해군,2021-12-06 00:00:52,
하동군,2021-12-06 00:00:52,
산청군,2021-12-06 00:00:52,
함양군,2021-12-06 00:00:52,
거창군,2021-12-06 00:00:52,
합천군,2021-12-06 00:00:52,
제주시,2021-12-06 00:00:52,
서귀포시,2021-12-06 00:00:52,
춘천시,2021-12-06 00:00:52,99.18086724
원주시,2021-12-06 00:00:52,98.86405375
강릉시,2021-12-06 00:00:52,98.16773853
동해시,2021-12-06 00:00:52,
태백시,2021-12-06 00:00:52,
속초시,2021-12-06 00:00:52,
삼척시,2021-12-06 00:00:52,
홍천군,2021-12-06 00:00:52,
횡성군,2021-12-06 00:00:52,
영월군,2021-12-06 00:00:52,
평창군,2021-12-06 00:00:52,
정선군,2021-12-06 00:00:52,
철원군,2021-12-06 00:00:52,
화천군,2021-12-06 00:00:52,
양구군,2021-12-06 00:00:52,
인제군,2021-12-06 00:00:52,
 고성군,2021-12-06 00:00:52,
양양군,2021-12-06 00:00:52,
전주시 완산구,2021-12-06 00:00:52,98.63973404
전주시 덕진구,2021-12-06 00:00:52,98.96593872
군산시,2021-12-06 00:00:52,99.48002871
익산시,2021-12-06 00:00:52,99.12268538
정읍시,2021-12-06 00:00:52,
남원시,2021-12-06 00:00:52,
김제시,2021-12-06 00:00:52,
완주군,2021-12-06 00:00:52,
무주군,2021-12-06 00:00:52,
임실군,2021-12-06 00:00:52,
순창군,2021-12-06 00:00:52,
고창군,2021-12-06 00:00:52,
부안군,2021-12-06 00:00:52,
종로구,2021-12-13 00:00:52,99.96842491
서울 중구,2021-12-13 00:00:52,99.91760624
용산구,2021-12-13 00:00:52,99.63914406
성동구,2021-12-13 00:00:52,99.72920855
광진구,2021-12-13 00:00:52,99.83410421
동대문구,2021-12-13 00:00:52,99.78173214
중랑구,2021-12-13 00:00:52,99.91825267
성북구,2021-12-13 00:00:52,99.89715502
강북구,2021-12-13 00:00:52,99.8043818
도봉구,2021-12-13 00:00:52,99.94415534
노원구,2021-12-13 00:00:52,99.78451979
은평구,2021-12-13 00:00:52,99.91797244
서대문구,2021-12-13 00:00:52,99.74139944
마포구,2021-12-13 00:00:52,99.83323016
양천구,2021-12-13 00:00:52,99.67832594
서울 강서구,2021-12-13 00:00:52,99.63722564
구로구,2021-12-13 00:00:52,99.84367616
금천구,2021-12-13 00:00:52,99.69456031
영등포구,2021-12-13 00:00:52,99.83256699
동작구,2021-12-13 00:00:52,99.94381156
관악구,2021-12-13 00:00:52,99.93873444
서초구,2021-12-13 00:00:52,99.5072093
강남구,2021-12-13 00:00:52,99.50429657
송파구,2021-12-13 00:00:52,99.72768226
강동구,2021-12-13 00:00:52,99.84348061
부산 중구,2021-12-13 00:00:52,99.96286498
부산 서구,2021-12-13 00:00:52,99.94397145
부산 동구,2021-12-13 00:00:52,99.15024957
영도구,2021-12-13 00:00:52,99.73885136
부산진구,2021-12-13 00:00:52,99.87319595
동래구,2021-12-13 00:00:52,99.69371664
부산 남구,2021-12-13 00:00:52,99.44910703
부산 북구,2021-12-13 00:00:52,99.51072511
해운대구,2021-12-13 00:00:52,99.84961391
사하구,2021-12-13 00:00:52,99.14469476
금정구,2021-12-13 00:00:52,99.9562008
부산 강서구,2021-12-13 00:00:52,100.0513992
연제구,2021-12-13 00:00:52,99.83993279
수영구,2021-12-13 00:00:52,99.94837033
사상구,2021-12-13 00:00:52,99.42208602
기장군,2021-12-13 00:00:52,99.83854566
대구 중구,2021-12-13 00:00:52,100.0615304
대구 동구,2021-12-13 00:00:52,100.0726505
대구 서구,2021-12-13 00:00:52,100.035635
대구 남구,2021-12-13 00:00:52,99.81954723
대구 북구,2021-12-13 00:00:52,100.0352566
수성구,2021-12-13 00:00:52,99.98852611
달서구,2021-12-13 00:00:52,100.0634241
달성군,2021-12-13 00:00:52,100.0634883
인천 중구,2021-12-13 00:00:52,99.54704338
인천 동구,2021-12-13 00:00:52,99.582006
미추홀구,2021-12-13 00:00:52,99.50070195
연수구,2021-12-13 00:00:52,99.57858097
남동구,2021-12-13 00:00:52,99.58852462
부평구,2021-12-13 00:00:52,99.50116571
계양구,2021-12-13 00:00:52,99.41091062
인천 서구,2021-12-13 00:00:52,99.67230715
강화군,2021-12-13 00:00:52,
광주 동구,2021-12-13 00:00:52,99.99988461
광주 서구,2021-12-13 00:00:52,98.91087038
광주 남구,2021-12-13 00:00:52,98.63006235
광주 북구,2021-12-13 00:00:52,99.3148005
광산구,2021-12-13 00:00:52,99.26323856
대전 동구,2021-12-13 00:00:52,99.02339418
대전 중구,2021-12-13 00:00:52,99.85230361
대전 서구,2021-12-13 00:00:52,99.899837
유성구,2021-12-13 00:00:52,99.91612622
대덕구,2021-12-13 00:00:52,99.44624998
울산 중구,2021-12-13 00:00:52,99.71045015
울산 남구,2021-12-13 00:00:52,99.80696357
울산 동구,2021-12-13 00:00:52,99.92701129
울산 북구,2021-12-13 00:00:52,99.75256391
울주군,2021-12-13 00:00:52,99.7881415
세종특별자치시,2021-12-13 00:00:52,100.5777396
수원시 장안구,2021-12-13 00:00:52,99.70043532
수원시 권선구,2021-12-13 00:00:52,100.0036832
수원시 팔달구,2021-12-13 00:00:52,99.57833111
수원시 영통구,2021-12-13 00:00:52,99.93664365
성남시 수정구,2021-12-13 00:00:52,99.90032152
성남시 중원구,2021-12-13 00:00:52,99.92588823
성남시 분당구,2021-12-13 00:00:52,99.83632442
의정부시,2021-12-13 00:00:52,99.66711437
안양시 만안구,2021-12-13 00:00:52,99.49593819
안양시 동안구,2021-12-13 00:00:52,100.546049
부천시,2021-12-13 00:00:52,99.60483751
부천시 원미구,2021-12-13 00:00:52,
부천시 소사구,2021-12-13 00:00:52,
부천시 오정구,2021-12-13 00:00:52,
광명시,2021-12-13 00:00:52,100.1174155
평택시,2021-12-13 00:00:52,99.45029276
동두천시,2021-12-13 00:00:52,99.9945863
안산시 상록구,2021-12-13 00:00:52,99.82506265
안산시 단원구,2021-12-13 00:00:52,99.81863887
고양시 덕양구,2021-12-13 00:00:52,99.85702276
고양시 일산동구,2021-12-13 00:00:52,99.82277722
고양시 일산서구,2021-12-13 00:00:52,99.90870317
과천시,2021-12-13 00:00:52,99.81346608
구리시,2021-12-13 00:00:52,100.0264336
남양주시,2021-12-13 00:00:52,99.66647335
오산시,2021-12-13 00:00:52,99.57715888
시흥시,2021-12-13 00:00:52,99.6180877
군포시,2021-12-13 00:00:52,99.90275925
의왕시,2021-12-13 00:00:52,99.86284211
하남시,2021-12-13 00:00:52,99.9163737
용인시 처인구,2021-12-13 00:00:52,99.62717299
용인시 기흥구,2021-12-13 00:00:52,99.75544861
용인시 수지구,2021-12-13 00:00:52,99.94896862
파주시,2021-12-13 00:00:52,99.25703862
이천시,2021-12-13 00:00:52,99.01515485
안성시,2021-12-13 00:00:52,99.28988271
김포시,2021-12-13 00:00:52,99.69890175
화성시,2021-12-13 00:00:52,99.92498334
광주시,2021-12-13 00:00:52,99.61026105
양주시,2021-12-13 00:00:52,99.16382403
포천시,2021-12-13 00:00:52,
여주시,2021-12-13 00:00:52,
연천군,2021-12-13 00:00:52,
가평군,2021-12-13 00:00:52,
양평군,2021-12-13 00:00:52,
청주시 상당구,2021-12-13 00:00:52,98.92229257
청주시 서원구,2021-12-13 00:00:52,99.15860703
청주시 흥덕구,2021-12-13 00:00:52,99.5276078
청주시 청원구,2021-12-13 00:00:52,99.78026195
충주시,2021-12-13 00:00:52,99.76473647
제천시,2021-12-13 00:00:52,99.06059112
보은군,2021-12-13 00:00:52,
옥천군,2021-12-13 00:00:52,
영동군,2021-12-13 00:00:52,
증평군,2021-12-13 00:00:52,
진천군,2021-12-13 00:00:52,
괴산군,2021-12-13 00:00:52,
음성군,2021-12-13 00:00:52,
단양군,2021-12-13 00:00:52,
천안시 동남구,2021-12-13 00:00:52,100.036093
천안시 서북구,2021-12-13 00:00:52,99.69166994
공주시,2021-12-13 00:00:52,99.25157231
보령시,2021-12-13 00:00:52,
아산시,2021-12-13 00:00:52,99.76786819
서산시,2021-12-13 00:00:52,99.39132523
논산시,2021-12-13 00:00:52,99.29975154
계룡시,2021-12-13 00:00:52,99.67675465
당진시,2021-12-13 00:00:52,99.80087578
금산군,2021-12-13 00:00:52,
부여군,2021-12-13 00:00:52,
서천군,2021-12-13 00:00:52,
청양군,2021-12-13 00:00:52,
홍성군,2021-12-13 00:00:52,
예산군,2021-12-13 00:00:52,
태안군,2021-12-13 00:00:52,
목포시,2021-12-13 00:00:52,99.82683618
여수시,2021-12-13 00:00:52,99.8608472
순천시,2021-12-13 00:00:52,99.70775577
나주시,2021-12-13 00:00:52,
광양시,2021-12-13 00:00:52,100.0658805
담양군,2021-12-13 00:00:52,
곡성군,2021-12-13 00:00:52,
구례군,2021-12-13 00:00:52,
고흥군,2021-12-13 00:00:52,
보성군,2021-12-13 00:00:52,
화순군,2021-12-13 00:00:52,
장흥군,2021-12-13 00:00:52,
강진군,2021-12-13 00:00:52,
해남군,2021-12-13 00:00:52,
영암군,2021-12-13 00:00:52,
무안군,2021-12-13 00:00:52,
함평군,2021-12-13 00:00:52,
영광군,2021-12-13 00:00:52,
장성군,2021-12-13 00:00:52,
완도군,2021-12-13 00:00:52,
진도군,2021-12-13 00:00:52,
포항시 남구,2021-12-13 00:00:52,99.82129251
포항시 북구,2021-12-13 00:00:52,99.58481514
경주시,2021-12-13 00:00:52,
김천시,2021-12-13 00:00:52,99.52693853
안동시,2021-12-13 00:00:52,99.59849854
구미시,2021-12-13 00:00:52,99.76218443
영주시,2021-12-13 00:00:52,
영천시,2021-12-13 00:00:52,
상주시,2021-12-13 00:00:52,
문경시,2021-12-13 00:00:52,
경산시,2021-12-13 00:00:52,99.58249108
의성군,2021-12-13 00:00:52,
영덕군,2021-12-13 00:00:52,
청도군,2021-12-13 00:00:52,
고령군,2021-12-13 00:00:52,
성주군,2021-12-13 00:00:52,
칠곡군,2021-12-13 00:00:52,
예천군,2021-12-13 00:00:52,
봉화군,2021-12-13 00:00:52,
창원시 의창구,2021-12-13 00:00:52,98.24281018
창원시 성산구,2021-12-13 00:00:52,99.11669497
창원시 마산합포구,2021-12-13 00:00:52,97.51042179
창원시 마산회원구,2021-12-13 00:00:52,98.88510761
창원시 진해구,2021-12-13 00:00:52,99.39863002
진주시,2021-12-13 00:00:52,99.17877168
통영시,2021-12-13 00:00:52,99.68450139
사천시,2021-12-13 00:00:52,
김해시,2021-12-13 00:00:52,99.79784542
밀양시,2021-12-13 00:00:52,
거제시,2021-12-13 00:00:52,99.9641798
양산시,2021-12-13 00:00:52,99.58145654
의령군,2021-12-13 00:00:52,
함안군,2021-12-13 00:00:52,
창녕군,2021-12-13 00:00:52,
경남 고성군,2021-12-13 00:00:52,
남해군,2021-12-13 00:00:52,
하동군,2021-12-13 00:00:52,
산청군,2021-12-13 00:00:52,
함양군,2021-12-13 00:00:52,
거창군,2021-12-13 00:00:52,
합천군,2021-12-13 00:00:52,
제주시,2021-12-13 00:00:52,
서귀포시,2021-12-13 00:00:52,
춘천시,2021-12-13 00:00:52,99.21265368
원주시,2021-12-13 00:00:52,99.23401388
강릉시,2021-12-13 00:00:52,98.66231433
동해시,2021-12-13 00:00:52,
